nonstereo_aromatic_smiles,accession,standard_type,pPot_mean,chembl_cid,chembl_tid
CC(=O)OCC1OC(NC(=S)Nc2ccc(S(N)(=O)=O)cc2)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,O43570,Kd,7.741851330452148,CHEMBL1956743_CHEMBL1956747,CHEMBL3242
CC(=O)OCC1OC(NS(=O)(=O)NO)C=CC1OC(C)=O,O43570,Kd,6.901608031131145,CHEMBL3343177_CHEMBL3343178,CHEMBL3242
CC(=O)OCC1OC(NS(=O)(=O)ON)C=CC1OC(C)=O,O43570,Kd,7.387733468696957,CHEMBL3609432_CHEMBL3609433,CHEMBL3242
CC(=O)OCC1OC(NS(N)(=O)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,O43570,Kd,8.235501618842658,CHEMBL1807496_CHEMBL1807497_CHEMBL1807498,CHEMBL3242
CC(=O)OCC1OC(NS(N)(=O)=O)CC(OC(C)=O)C1OC(C)=O,O43570,Kd,8.213332079966966,CHEMBL1807504_CHEMBL1807505,CHEMBL3242
CC(=O)OCC1OC(S(=O)(=O)N2CCC(OS(N)(=O)=O)C2)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,O43570,Kd,8.096910013008056,CHEMBL3342251,CHEMBL3242
CC(=O)OCC1OC(S(=O)(=O)N2CCC(OS(N)(=O)=O)CC2)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,O43570,Kd,7.221848749616356,CHEMBL3342250,CHEMBL3242
CC(=O)OCC1OC(S(=O)(=O)NCCCCCCOS(N)(=O)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,O43570,Kd,8.045757490560675,CHEMBL3342249,CHEMBL3242
CC(=O)OCC1OC(S(=O)(=O)NCCCOS(N)(=O)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,O43570,Kd,7.026872146400302,CHEMBL3342248,CHEMBL3242
CC(=O)OCC1OC(S(=O)(=O)NCCOS(N)(=O)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,O43570,Kd,8.045757490560675,CHEMBL3342247,CHEMBL3242
CC(=O)OCC1OC(S(=O)(=O)NCCc2ccc(S(N)(=O)=O)cc2)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,O43570,Kd,8.024574270555727,CHEMBL1090030_CHEMBL1091073,CHEMBL3242
CC(=O)OCC1OC(S(=O)(=O)NCc2ccc(S(N)(=O)=O)cc2)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,O43570,Kd,8.017940928424256,CHEMBL1093729_CHEMBL1094036,CHEMBL3242
CC(=O)OCC1OC(S(N)(=O)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,O43570,Kd,5.329025546635248,CHEMBL568705_CHEMBL579226,CHEMBL3242
CC(=O)OCC1OC(SCc2cn(-c3ccc(S(N)(=O)=O)cc3)nn2)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,O43570,Kd,8.028107376745119,CHEMBL517088_CHEMBL519447,CHEMBL3242
CC(=O)OCC1OC(SNCCc2ccc(S(N)(=O)=O)cc2)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,O43570,Kd,7.821872310241099,CHEMBL1091779_CHEMBL1091780,CHEMBL3242
